cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,distance,age,transaction_date,transaction_month,transaction_year,transaction_time,transaction_day,transaction_weekday,is_weekend,population_category,log_amt,amt_squared,transaction_count,average_transaction_amount,merchant_transaction_count,merchant_avg_amt,std_transaction_amount,is_senior,is_minor,amt_age_ratio,distance_amt_ratio,time_of_day,amt_per_merchant,monthly_spending,is_fraud_and_weekend,amt_variance,amt_diff_mean,total_transaction_amt,trans_year,trans_month,trans_day,trans_hour,trans_minute,trans_second,dob_year,dob_month,dob_day
2304170000000000.0,"fraud_Kanda, Raj and Char Pvt Ltd",online_shopping,511.74,Aarav,Anne,M,"H.No. 93, Divan Road, Unnao-575225",Silchar,Haryana,-34.223627,27.592538,632113.0,Gaffer,-34.222289,27.596275,0.0,0.3744163799313973,76,2023-09-29,9,2023,12:53:00,29,4,0,medium,6.239768894080692,261877.8276,9,511.74,9,511.74,0.0,1,0,6.733421052631579,0.0007316535348641,afternoon,511.74,4605.66,0.0,0.0,0.0,4605.66,2023,9,29,12,53,0,1948,1,4
676111000000.0,fraud_Lalla PLC Pvt Ltd,online_shopping,620.8,Madhup,Chatterjee,M,"H.No. 835, Shanker Marg, Gulbarga 003888",Anantapuram,Tamil Nadu,23.2564855,122.422743,843429.0,Event organiser,23.260517,-1.3032460932720078,0.0,1.4553428204862755,74,2022-06-03,6,2022,03:40:00,3,4,0,high,6.432618497624653,385392.64,14,2726.127142857142,829,5115.548867906304,2522.7911546704604,1,0,8.389189189189189,0.0023443022237214,night,2726.127142857142,4966.4,0.0,6364475.210083515,-2105.3271428571425,38165.78,2022,6,3,3,40,0,1950,3,11
340560000000000.0,fraud_Raju Ltd Pvt Ltd,online_shopping,4796.18,Jiya,Ratti,M,"H.No. 267, Walia Street, Udupi-700043",Madanapalle,Madhya Pradesh,78.0376835,171.548296,222004.0,"Psychologist, educational",78.026933,171.556336,0.0,1.209690024557021,60,2022-11-16,11,2022,02:58:00,16,2,0,small,8.475783524250234,23003342.592400003,10,4796.18,10,4796.18,0.0,0,0,79.93633333333334,0.0002522194797853,night,4796.18,47961.8,0.0,0.0,0.0,47961.8,2022,11,16,2,58,0,1963,10,8
6011330000000000.0,"fraud_Tandon, Bhalla and Barad Pvt Ltd",entertainment,5145.657143757881,Inaaya ,Soman,M,"515, Chowdhury Street, Nadiad 617293",Rajkot,Maharashtra,34.7226715,120.21668,618672.0,Colour technologist,34.736471,120.211201,0.0,1.614060373579099,22,2023-07-27,7,2023,06:17:00,27,3,0,medium,8.546102684602834,26477787.441106517,9,4010.951746532157,5,5145.657143757881,1345.5950731947737,0,0,233.89350653444916,0.0003136742943585,morning,5145.657143757881,25728.285718789408,0.0,1810626.1010060485,1134.7053972257245,36098.56571878941,2023,7,27,6,17,0,2001,9,27
180038000000000.0,fraud_Kumar-Bala Pvt Ltd,online_shopping,9577.72,Shlok,Gokhale,M,"H.No. 86, Suresh Marg, Udupi 805213",Suryapet,Gujarat,41.421273,148.233781,962182.0,"Administrator, sports",41.418043,148.221508,0.0,1.084558999743514,23,2023-06-01,6,2023,22:32:00,1,3,0,high,9.167299250347046,91732720.3984,19,7568.0610526315795,11,9577.72,2421.1085309876244,0,0,416.4226086956522,0.0001132377016391,night,9577.72,105354.92,0.0,5861766.518821051,2009.65894736842,143793.16,2023,6,1,22,32,0,2001,4,30
4.60380110233571e+17,fraud_Shenoy-Thakkar Pvt Ltd,online_shopping,6454.05,Navya,Bhatti,F,"62/10, Balasubramanian Ganj, Tinsukia-054620",Shahjahanpur,Uttarakhand,1.9229408226670872,174.122737,293812.0,Comptroller,69.353783,174.119599,0.0,1.4553428204862755,83,2023-03-21,3,2023,11:41:00,21,1,0,medium,8.772618049184128,41654761.4025,21,6682.722857142857,12,6454.05,270.56937341729656,1,0,77.75963855421686,0.0002254929572107,morning,6454.05,77448.6,0.0,73207.78583142847,-228.67285714285663,140337.18,2023,3,21,11,41,0,1940,9,30
6011610000000000.0,fraud_Gala-Deshpande Pvt Ltd,fitness_and_medical,3301.37,Jayesh,Randhawa,M,"06/687, Issac Nagar, Hyderabad 728800",Danapur,Gujarat,85.9573285,84.690647,957017.0,Futures trader,85.971803,84.671737,0.0,1.6162788631984817,31,2023-11-27,11,2023,12:10:00,27,0,0,high,8.1023956715036,10899043.8769,8,3301.37,8,3301.37,0.0,0,0,106.49580645161288,0.0004895782245548,afternoon,3301.37,26410.96,0.0,0.0,0.0,26410.96,2023,11,27,12,10,0,1993,3,15
4564870000000.0,"fraud_Sura, Chakraborty and Bobal Pvt Ltd",travel,3286.39,Azad,Agrawal,F,"32, Johal Zila, Burhanpur 008184",Aurangabad,Uttarakhand,-56.855143,72.943787,280832.0,Building control surveyor,-56.868801,72.960127,0.0,1.8146539768067809,18,2023-03-21,3,2023,11:41:00,21,1,0,small,8.097849215850173,10800359.2321,20,2910.466,7,3286.39,607.1797955032499,0,0,182.57722222222225,0.000552172437479,morning,3286.39,40561.77,0.0,368667.3040673685,375.924,58209.32,2023,3,21,11,41,0,2005,11,27
2296590000000000.0,fraud_Garde-Shukla Pvt Ltd,online_shopping,6184.84,Jayant,Singhal,M,"H.No. 162, Khosla Street, Tadipatri-871861",Aurangabad,Kerala,6.0074335,-149.769448,579600.0,Chief Financial Officer,5.992492,-149.766414,1.0,1.6949586852428045,62,2022-12-21,12,2022,06:38:00,21,2,0,medium,8.730018088054386,38252245.8256,7,6184.840000000001,7,6184.840000000001,0.0,0,0,99.75548387096777,0.0002740505308533,morning,6184.840000000001,43293.880000000005,0.0,0.0,-9.094947017729282e-13,43293.880000000005,2022,12,21,6,38,0,1962,3,25
4319980000000000.0,fraud_Taneja PLC Pvt Ltd,travel,8301.89,Biju,Sama,M,"H.No. 741, Gola Circle, Ghaziabad 249319",Chinsurah,West Bengal,-36.679257,-79.842166,944178.0,"Optician, dispensing",-36.660442,-79.853392,0.0,2.3193698921100303,36,2023-04-20,4,2023,08:51:00,20,3,0,high,9.024358925950738,68921377.57209998,9,8392.89,6,8301.89,136.5,0,0,230.60805555555555,0.0002793785381533,morning,8301.89,49811.34,0.0,18632.25,-91.0,75536.01,2023,4,20,8,51,0,1987,10,7
4.06562e+18,"fraud_Bhattacharyya, Borah and Mand Pvt Ltd",travel,5145.657143757881,Fateh,Warrior,M,"H.No. 556, Varughese Nagar, Hospet-232697",Sikar,Uttar Pradesh,29.2654745,-0.4717681503254255,669810.0,Community pharmacist,29.262006,-149.298549,0.0,1.4553428204862755,74,2022-09-26,9,2022,00:58:00,26,0,0,medium,8.546102684602834,26477787.441106517,8,5145.657143757881,8,5145.657143757881,0.0,1,0,69.53590734807948,0.0002828293412925,night,5145.657143757881,41165.25715006305,0.0,0.0,0.0,41165.25715006305,2022,9,26,0,58,0,1950,3,11
6011560000000000.0,fraud_Chaudry Group Pvt Ltd,fitness_and_medical,364.6,Nayantara,Devi,M,"469, Goel, Akola 756024",Begusarai,Madhya Pradesh,-75.700926,-0.4717681503254255,223026.0,"Education officer, museum",-75.720493,136.827563,0.0,1.4553428204862755,68,2022-11-08,11,2022,20:12:00,8,1,0,small,5.901539839579995,132933.16,15,272.494,8,364.6,101.9214297387944,1,0,5.361764705882353,0.0039916149766491,evening,364.6,2916.8,0.0,10387.97784,92.106,4087.41,2022,11,8,20,12,0,1956,3,22
3595990000000000.0,"fraud_Chakraborty, Grewal and Barad Pvt Ltd",online_shopping,612.87,Kartik,Bandi,M,"H.No. 549, Rau, Thanjavur 749062",Jhansi,Jharkhand,-89.340681,-68.394239,280749.0,Environmental consultant,-89.347238,-1.3032460932720078,0.0,1.4553428204862755,81,2023-03-16,3,2023,15:37:00,16,3,0,small,6.419783179345583,375609.6369,17,3817.7170588235294,6,612.87,3044.406558955219,1,0,7.566296296296296,0.002374635437346,afternoon,612.87,19477.47,0.0,9268411.29620956,-3204.8470588235296,64901.19,2023,3,16,15,37,0,1943,1,27
5451550000000000.0,"fraud_Kumar, Krish and Reddy Pvt Ltd",online_shopping,8708.75,Manikya,Khurana,F,"28/522, Khosla Ganj, Nizamabad-988169",Darbhanga,Madhya Pradesh,72.3664835,-55.148701,310104.0,Oncologist,72.349255,-55.156976,1.0,1.935912371608792,22,2023-03-21,3,2023,11:41:00,21,1,0,medium,9.072198366793977,75842326.5625,6,8708.75,6,8708.75,0.0,0,0,395.85227272727275,0.0002222950907545,morning,8708.75,52252.5,0.0,0.0,0.0,52252.5,2023,3,21,11,41,0,2001,12,26
3531890000000000.0,fraud_Mani Ltd Pvt Ltd,travel,7402.42,Aradhya,Sahota,M,"002, Bajaj Nagar, Bhubaneswar 740424",Nanded,Haryana,7.5558655,160.859347,469013.0,Event organiser,7.549194,-1.3032460932720078,0.0,1.4553428204862755,36,2023-11-07,11,2023,08:48:00,7,1,0,medium,8.909697334590385,54795821.8564,19,6664.353684210527,8,7402.42,668.3853515933465,0,0,205.62277777777777,0.0001966036540058,morning,7402.42,59219.36,0.0,446738.97822456143,738.0663157894733,126622.72,2023,11,7,8,48,0,1988,3,1
341111000000000.0,"fraud_Joshi, Guha and Tiwari Pvt Ltd",entertainment,4878.19,Urvi,Kara,M,"04, Raj, Shivpuri 111640",Kharagpur,Nagaland,-11.330242,-0.4717681503254255,483709.0,Architectural technologist,-11.325212,-89.184491,0.0,1.4553428204862755,60,2023-06-17,6,2023,10:33:00,17,5,1,medium,8.492734501463833,23796737.676099997,7,4878.19,7,4878.19,0.0,0,0,81.30316666666666,0.0002983366413539,morning,4878.19,34147.329999999994,0.0,0.0,0.0,34147.329999999994,2023,6,17,10,33,0,1964,4,10
213132000000000.0,"fraud_Vyas, Sunder and Shah Pvt Ltd",travel,7969.62,Trisha,Samra,F,"45/066, Mahal Road, Jabalpur-879153",Sasaram,Manipur,-18.5102025,-114.930025,771996.0,Event organiser,-18.514105,-114.935926,1.0,0.7585818916831776,21,2022-04-25,4,2022,09:51:00,25,0,0,high,8.983517560477589,63514842.9444,4,7969.62,4,7969.62,0.0,0,0,379.5057142857143,9.518419845402635e-05,morning,7969.62,31878.48,0.0,0.0,0.0,31878.48,2022,4,25,9,51,0,2002,12,21
6011380000000000.0,fraud_Wason and Sons Pvt Ltd,entertainment,6729.28,Lavanya,Tak,F,"356, Wadhwa Circle, Satna-618320",Gwalior,Telangana,27.408664,-68.82537,590253.0,Armed forces training and education officer,27.395461,-68.827501,0.0,1.4831022912913046,84,2023-06-03,6,2023,20:16:00,3,5,1,medium,8.814372026528149,45283209.3184,7,6729.28,7,6729.28,0.0,1,0,80.11047619047619,0.000220395390189,evening,6729.28,47104.96,0.0,0.0,0.0,47104.96,2023,6,3,20,16,0,1940,5,4
213111000000000.0,fraud_Kata-Dhar Pvt Ltd,online_shopping,8835.39,Kabir,Contractor,M,"71/44, Deo Street, Machilipatnam-112901",Solapur,Maharashtra,11.893082,-104.589599,732525.0,Physiological scientist,11.898016,-104.600976,0.0,1.3540277772453595,62,2024-02-20,2,2024,04:46:00,20,1,0,high,9.086633701184804,78064116.4521,4,8835.39,4,8835.39,0.0,0,0,142.50629032258064,0.000153250482123,night,8835.39,35341.56,0.0,0.0,0.0,35341.56,2024,2,20,4,46,0,1961,9,9
4.04025e+18,fraud_Zacharia-Sinha Pvt Ltd,entertainment,6703.57,Tarini,Sen,M,"43/062, Sridhar Ganj, Karaikudi-547970",Tezpur,Mizoram,-79.5012985,119.933927,109904.0,"Merchandiser, retail",-79.499436,119.944425,1.0,0.2968849854442142,27,2023-06-22,6,2023,13:46:00,22,3,0,small,8.810544662413943,44937850.7449,10,5842.986,6,6703.57,1111.0091666708545,0,0,248.28037037037035,4.428759384092569e-05,afternoon,6703.57,40221.42,0.0,1234341.3684266666,860.5839999999998,58429.86,2023,6,22,13,46,0,1996,6,13
2701090000000000.0,"fraud_Agate, Dugar and Ravi Pvt Ltd",online_shopping,7826.27,Lavanya,Barad,M,"28/00, Bora Ganj, Rajkot-051004",Jhansi,Odisha,-61.654305,-67.232117,94486.0,Equities trader,-61.674244,-67.233931,1.0,2.2191817227287336,24,2023-01-04,1,2023,10:28:00,4,2,0,small,8.965369069185336,61250502.1129,5,7826.270000000001,5,7826.270000000001,0.0,0,0,326.09458333333333,0.0002835554769677,morning,7826.270000000001,39131.350000000006,0.0,0.0,-9.094947017729282e-13,39131.350000000006,2023,1,4,10,28,0,1999,12,28
4664300000000.0,"fraud_Borra, Uppal and Acharya Pvt Ltd",travel,1749.79,Shalv,Dua,M,"65/94, Setty Path, Bulandshahr 748686",Aurangabad,Nagaland,-16.851057,41.747687,7774.0,Event organiser,-16.852494,41.758914,0.0,1.20541462660656,65,2024-03-16,3,2024,10:50:00,16,5,1,small,7.467822393625766,3061765.0441,8,1749.79,8,1749.79,0.0,1,0,26.91984615384615,0.0006888910249838,morning,1749.79,13998.32,0.0,0.0,0.0,13998.32,2024,3,16,10,50,0,1959,1,17
379218000000000.0,fraud_Dhawan-Magar Pvt Ltd,fitness_and_medical,5217.03,Shalv,Buch,F,"391, Walia Street, Kakinada 600029",Gangtok,Assam,-61.911643,-69.622929,237200.0,Materials engineer,-61.923696,-69.620459,1.0,1.3464541455484411,75,2024-03-27,3,2024,23:10:00,27,2,0,small,8.559875215009392,27217402.020899996,16,4861.745,9,5217.03,416.0671889010236,1,0,69.5604,0.0002580882505081,night,5217.03,77787.92,0.0,173111.90568000005,355.28499999999985,77787.92,2024,3,27,23,10,0,1948,11,7
675915000000.0,fraud_Raja LLC Pvt Ltd,entertainment,8304.99,Mehul,Barman,F,"07, Master Nagar, Kamarhati 636914",Ozhukarai,Jharkhand,-63.833627,164.601996,299715.0,Public affairs consultant,-63.842864,-1.3032460932720078,0.0,1.4553428204862755,53,2022-09-26,9,2022,21:20:00,26,0,0,medium,9.024732220241022,68972858.9001,9,8304.99,9,8304.99,0.0,0,0,156.69792452830188,0.0001752371550701,night,8304.99,74744.91,0.0,0.0,0.0,74744.91,2022,9,26,21,20,0,1970,7,8
4809190000000000.0,fraud_Baria Ltd Pvt Ltd,travel,3045.36,Jiya,Arora,M,"79/196, Viswanathan Ganj, Kozhikode-287212",Serampore,Haryana,27.0996105,-142.194932,949279.0,Event organiser,27.097136,-142.195563,1.0,0.282152466760553,67,2023-02-02,2,2023,06:58:00,2,3,0,high,8.021702714258742,9274217.5296,5,3045.36,5,3045.36,0.0,1,0,45.45313432835821,9.264995493490196e-05,morning,3045.36,15226.8,0.0,0.0,0.0,15226.8,2023,2,2,6,58,0,1957,4,9
4813830000000000.0,fraud_Dave PLC Pvt Ltd,online_shopping,5183.03,Prerak,Dhaliwal,M,"H.No. 201, Mani Road, South Dumdum 684732",Malegaon,Telangana,-59.9405245,78.990873,327185.0,Homeopath,-59.956481,78.979357,1.0,1.886607115296534,60,2024-01-12,1,2024,14:46:00,12,4,0,medium,8.553338025052403,26863799.980899997,801,4551.134564030145,10,5183.03,2523.043721907961,0,0,86.38383333333333,0.0003639969506826,afternoon,5183.03,215186.41715006303,0.0,6365749.622659177,631.8954359698546,3645458.7857881463,2024,1,12,14,46,0,1963,8,5
2557950000000000.0,fraud_Tandon Group Pvt Ltd,travel,6597.97,Tejas,Krishnamurthy,F,"29/285, Agarwal Path, Lucknow 958314",Kulti,Haryana,1.9229408226670872,-144.609957,159066.0,Art therapist,-9.333338,-144.608427,0.0,1.4553428204862755,32,2023-12-17,12,2023,01:02:00,17,6,1,small,8.794668855229732,43533208.120900005,17,7053.77294117647,12,6597.97,727.8589279675414,0,0,206.1865625,0.0002205743312695,night,6597.97,79175.64,0.0,529778.6190220586,-455.8029411764701,119914.14,2023,12,17,1,2,0,1991,9,8
6593900000000000.0,"fraud_Ganesh, Maharaj and Jhaveri Pvt Ltd",entertainment,2790.48,Samar,Sachdev,F,"45/331, Balan Circle, Mumbai 506716",Aurangabad,West Bengal,-2.6840135,120.037499,571988.0,Curator,-2.703547,120.046455,1.0,2.388984606202353,33,2024-04-01,4,2024,09:21:00,1,0,0,medium,7.934327200117907,7786778.6304,8,2790.48,8,2790.48,0.0,0,0,84.56,0.0008561195945508,morning,2790.48,22323.84,0.0,0.0,0.0,22323.84,2024,4,1,9,21,0,1990,9,28
639066000000.0,"fraud_Raja, Sandal and Raval Pvt Ltd",online_shopping,1460.19,Tejas,Kara,M,"95/664, Yadav Nagar, Firozabad 609374",Purnia,Himachal Pradesh,-31.4858615,-0.4717681503254255,69730.0,"Optician, dispensing",-31.474414,-30.769589,0.0,1.4553428204862755,81,2022-06-21,6,2022,07:55:00,21,1,0,small,7.287006451207592,2132154.8361,13,2190.5653846153846,11,1460.19,1782.8242219234412,1,0,18.027037037037037,0.0009966804460284,morning,1460.19,16062.09,0.0,3178462.2062769234,-730.3753846153845,28477.35,2022,6,21,7,55,0,1943,2,10
4541990000000000.0,fraud_Raman-Ram Pvt Ltd,entertainment,9359.42,Oorja,Srivastava,F,"20/029, Khanna Ganj, Nagercoil 457969",Muzaffarpur,West Bengal,12.790652,-0.4717681503254255,750268.0,Event organiser,12.781988,40.087064,1.0,1.4553428204862755,57,2024-04-07,4,2024,12:27:00,7,6,1,high,9.1442454402598,87598742.73640001,9,9359.42,9,9359.42,0.0,0,0,164.200350877193,0.0001554949794417,afternoon,9359.42,84234.78,1.0,0.0,0.0,84234.78,2024,4,7,12,27,0,1966,7,22
30546600000000.0,"fraud_Bhandari, Sood and Konda Pvt Ltd",entertainment,5840.08,Piya,Kara,F,"037, Sura Nagar, Dharmavaram-387945",Ramgarh,Mizoram,-35.219253,65.293817,401685.0,"Conservator, museum/gallery",2.3017030783132526,65.275927,0.0,1.4553428204862755,41,2022-11-12,11,2022,09:15:00,12,5,1,medium,8.6726709902314,34106534.4064,10,5840.08,10,5840.08,0.0,0,0,142.4409756097561,0.0002491991240678,morning,5840.08,58400.8,0.0,0.0,0.0,58400.8,2022,11,12,9,15,0,1983,4,3
370144000000000.0,"fraud_Sidhu, Mane and Chana Pvt Ltd",fitness_and_medical,2175.6,Keya,Kohli,F,"95/664, Yadav Nagar, Firozabad 609374",Shimoga,Uttarakhand,31.237814,-64.316943,662226.0,"Engineer, broadcasting (operations)",31.24914,-64.334534,1.0,2.093519257345045,20,2023-03-21,3,2023,11:41:00,21,1,0,medium,7.685519305261961,4733235.359999999,27,4464.131851851852,17,2175.6,3252.9483962068784,0,0,108.78,0.0009622721352018,morning,2175.6,104007.47,0.0,10581673.268384902,-2288.531851851852,120531.56,2023,3,21,11,41,0,2004,5,13
676281000000.0,fraud_Banerjee-Ahuja Pvt Ltd,online_shopping,3722.84,Miraya,Chandran,F,"H.No. 814, Randhawa Chowk, Sonipat-439132",Thanjavur,Madhya Pradesh,-10.2394085,-114.347798,595116.0,Hydrologist,-10.251251,-114.3324,1.0,2.138421879419922,24,2022-04-21,4,2022,18:21:00,21,3,0,medium,8.222510672919713,13859537.665600002,5,3722.84,5,3722.84,0.0,0,0,155.11833333333334,0.0005744060661806,evening,3722.84,18614.2,0.0,0.0,0.0,18614.2,2022,4,21,18,21,0,2000,1,26
213184000000000.0,fraud_Lalla PLC Pvt Ltd,travel,4060.34,Shaan,Chatterjee,F,"H.No. 350, Balasubramanian, Ambarnath-818708",Uluberia,Punjab,-21.556499,-137.510476,600549.0,Make,-21.564549,-137.493465,1.0,1.9738219816012617,84,2022-07-22,7,2022,23:05:00,22,4,0,medium,8.309268247402587,16486360.915600002,801,4551.134564030145,829,5115.548867906304,2523.043721907961,1,0,48.337380952380954,0.0004861223399028,night,2976.2612,259956.42857503152,0.0,6365749.622659177,-490.794564030145,3645458.7857881463,2022,7,22,23,5,0,1939,7,8
581011000000.0,fraud_Lalla PLC Pvt Ltd,travel,3917.43,Mishti,Varughese,F,"95/664, Yadav Nagar, Firozabad 609374",Ozhukarai,Uttarakhand,-78.03301,11.983687,466540.0,Event organiser,-78.039174,11.99609,0.0,0.7426404279446939,49,2024-03-09,3,2024,00:55:00,9,5,1,medium,8.273446342354793,15346257.804899998,6,3917.43,829,5115.548867906304,0.0,0,0,79.94755102040816,0.0001895733753876,night,3917.43,23504.58,0.0,0.0,0.0,23504.58,2024,3,9,0,55,0,1975,5,31
4126510000000.0,"fraud_Mallick, Golla and Tak Pvt Ltd",travel,9465.28,Vritika,Krish,F,"47, Kunda Ganj, Ghaziabad-389876",Tiruchirappalli,Telangana,-11.120368,89.407546,422841.0,Lobbyist,-11.114973,89.405186,0.0,0.6528244568168056,31,2023-08-10,8,2023,17:03:00,10,3,0,medium,9.155491289576585,89591525.4784,38,5127.028684210526,11,9465.28,3625.5006525661647,0,0,305.33161290322585,6.89704326566996e-05,evening,9465.28,104118.08,0.0,13144254.981757686,4338.251315789475,194827.09,2023,8,10,17,3,0,1992,9,14
6590540000000000.0,fraud_Lalla PLC Pvt Ltd,travel,7275.83,Kartik,Kari,F,"47/53, Deep, Guna 421413",Aurangabad,Manipur,79.30338,-12.382926,912000.0,Broadcast journalist,79.310886,-12.38672,0.0,0.8382916758350802,81,2023-06-26,6,2023,11:42:00,26,0,0,high,8.892450606798956,52937702.1889,25,7554.962,829,5115.548867906304,252.52613721157672,1,0,89.82506172839506,0.000115215951422,morning,7275.830000000001,80034.13,0.0,63769.44997500008,-279.1319999999996,188874.05,2023,6,26,11,42,0,1943,3,27
376682000000000.0,fraud_Lala-Rastogi Pvt Ltd,online_shopping,154.59,Tejas,Choudhry,F,"H.No. 030, Kala Road, Shivpuri 908646",Srinagar,Andhra Pradesh,1.9229408226670872,-124.721849,80008.0,"Pharmacist, community",-11.092913,-124.710077,1.0,1.4553428204862755,81,2023-03-21,3,2023,11:41:00,21,1,0,small,5.047224342326872,23898.0681,11,154.59,11,154.59,0.0,1,0,1.9085185185185185,0.0094142106247899,morning,154.59,1700.49,0.0,0.0,0.0,1700.49,2023,3,21,11,41,0,1943,2,16
180035000000000.0,"fraud_Cheema, Divan and Khosla Pvt Ltd",online_shopping,1052.72,Tejas,Kara,M,"413, Mane Road, Mahbubnagar 280197",Gudivada,Uttarakhand,85.877617,-109.634495,852953.0,"Psychologist, educational",85.884236,-109.622011,1.0,0.742722731002265,74,2023-10-29,10,2023,15:04:00,29,6,1,high,6.9600820391599045,1108219.3984,12,2427.4983333333334,6,1052.72,1665.1583233971442,1,0,14.225945945945949,0.0007055273301564,afternoon,1052.72,6316.32,1.0,2772752.2419787883,-1374.7783333333334,29129.98,2023,10,29,15,4,0,1950,3,11
213149000000000.0,"fraud_Wagle, Krishnan and Chad Pvt Ltd",travel,8193.78,Indrans,Chaudhari,M,"430, Chandra Nagar, Jalgaon 092355",Dhanbad,Arunachal Pradesh,83.5425865,75.037853,498632.8993690851,Make,83.528549,75.037221,0.0,1.560918835249512,40,2023-01-13,1,2023,01:58:00,13,4,0,medium,9.011252645179995,67138030.68840002,7,8193.78,7,8193.78,0.0,0,0,204.8445,0.0001905004570844,night,8193.78,57356.46000000001,0.0,0.0,0.0,57356.46000000001,2023,1,13,1,58,0,1984,5,31
3541940000000000.0,fraud_Bhargava Group Pvt Ltd,online_shopping,2142.72,Sumer,Chada,M,"H.No. 458, Vala Zila, Ghaziabad-061768",Bhubaneswar,Sikkim,14.36827,-121.997129,498632.8993690851,Farm manager,14.355469,-121.989993,1.0,1.6177047332390524,29,2022-08-24,8,2022,17:04:00,24,2,0,medium,7.670297916647234,4591248.998399999,25,3109.4152000000004,7,2142.72,2737.952402631573,0,0,73.88689655172413,0.0007549771940519,evening,2142.72,14999.04,0.0,7496383.359076001,-966.6952000000006,77735.38,2022,8,24,17,4,0,1995,5,28
4004200000000000.0,fraud_Sahni-Sant Pvt Ltd,online_shopping,6244.68,Mannat,Madan,F,"43, Kari Chowk, Bellary 806459",Aurangabad,Karnataka,35.210929,-101.29577,571487.0,Accounting technician,35.214174,-1.3032460932720078,1.0,1.4553428204862755,52,2022-07-22,7,2022,23:46:00,22,4,0,medium,8.739645303741595,38996028.3024,8,6244.68,8,6244.68,0.0,0,0,120.09,0.0002330532261839,night,6244.68,49957.44,0.0,0.0,0.0,49957.44,2022,7,22,23,46,0,1971,12,6
567764000000.0,fraud_Sarraf-Ganesan Pvt Ltd,travel,5145.657143757881,Shray,Dhawan,F,"H.No. 475, Sridhar, Saharsa 732642",Ramgarh,Uttarakhand,-18.485662,90.762616,717741.0,Applications developer,-18.473673,90.780554,0.0,2.3142972561268262,28,2023-08-27,8,2023,09:18:00,27,6,1,high,8.546102684602834,26477787.441106517,9,5145.657143757881,9,5145.657143757881,0.0,0,0,183.7734694199243,0.0004497573762632,morning,5145.657143757881,46310.91429382093,0.0,0.0,0.0,46310.91429382093,2023,8,27,9,18,0,1996,4,4
4613660000000000.0,"fraud_Chatterjee, Gokhale and Kadakia Pvt Ltd",online_shopping,7997.67,Elakshi,Tandon,M,"75/39, Banerjee, Pimpri-Chinchwad 616962",Berhampur,Sikkim,85.715779,-72.445737,960376.0,Barista,85.707287,-72.431215,0.0,0.9519565056270968,74,2022-07-24,7,2022,17:47:00,24,6,1,high,8.98703055684091,63962725.4289,5,7997.67,5,7997.67,0.0,1,0,108.07662162162164,0.0001190292304667,evening,7997.67,39988.35,0.0,0.0,0.0,39988.35,2022,7,24,17,47,0,1950,3,11
4455850000000000.0,fraud_Suri and Sons Pvt Ltd,travel,3563.99,Zeeshan,Dar,M,"H.No. 432, Chahal Circle, Thanjavur 012742",Aurangabad,Telangana,-35.074268,-123.471412,498632.8993690851,"Administrator, education",-35.07982,-123.460528,0.0,1.1670900820191954,49,2023-08-23,8,2023,01:48:00,23,2,0,medium,8.178916527795375,12702024.7201,10,3563.9899999999993,10,3563.9899999999993,0.0,0,0,72.73448979591836,0.000327467271799,night,3563.9899999999993,35639.899999999994,0.0,0.0,4.547473508864641e-13,35639.899999999994,2023,8,23,1,48,0,1975,4,9
3539460000000000.0,fraud_Subramaniam Group Pvt Ltd,travel,5995.21,Yasmin,Vohra,M,"H.No. 48, Borde Ganj, Kharagpur 216798",Bardhaman,Tamil Nadu,-42.5345125,157.614617,105927.0,"Engineer, civil (contracting)",-42.543094,157.61746,0.0,0.9822373362842948,55,2023-05-05,5,2023,04:33:00,5,4,0,small,8.698882881958085,35942542.9441,19,6664.353684210527,8,5995.21,668.3853515933465,0,0,109.00381818181818,0.0001638370192677,night,5995.21,47961.68,0.0,446738.97822456143,-669.1436842105268,126622.72,2023,5,5,4,33,0,1968,12,7
4192150000000000.0,"fraud_Dugar, Rege and Singh Pvt Ltd",fitness_and_medical,5675.18,Myra,Ratti,F,"96, Balan Marg, Tadepalligudem 695114",Panchkula,Uttarakhand,-59.870041,22.844487,653417.0,Press sub,-59.85425,22.829616,0.0,1.942266240035686,34,2023-03-02,3,2023,03:35:00,2,3,0,medium,8.644033750250676,32207668.032400005,11,5675.18,11,5675.18,0.0,0,0,166.91705882352943,0.0003422387025672,night,5675.18,62426.98,0.0,0.0,0.0,62426.98,2023,3,2,3,35,0,1990,1,4
30126200000000.0,fraud_Yohannan-Venkataraman Pvt Ltd,online_shopping,2182.57,Nakul,Dhaliwal,F,"10/520, Rajagopal, Vasai-Virar 832400",Bhilwara,Maharashtra,38.2504775,28.550141,65604.0,Statistician,38.255223,28.564327,0.0,1.3464273538695075,56,2024-04-02,4,2024,02:35:00,2,1,0,small,7.688716431033228,4763611.804900001,10,2182.57,10,2182.57,0.0,0,0,38.97446428571429,0.0006168999637443,night,2182.57,21825.7,0.0,0.0,0.0,21825.7,2024,4,2,2,35,0,1968,4,16
